C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_29_058.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_29_058.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_29_058.jpg,0,0,0,0.00007432828
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_29_159.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_29_159.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_29_159.jpg,0,0,0,0.00007415313
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_29_259.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_29_259.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_29_259.jpg,0,0,0,0.00007534858
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_29_371.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_29_371.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_29_371.jpg,0,0,0,0.00007423755
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_29_471.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_29_471.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_29_471.jpg,0,0,0,0.00007403748
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_29_574.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_29_574.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_29_574.jpg,0,0,0,0.00007444225
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_29_679.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_29_679.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_29_679.jpg,0,0,0,0.00007426478
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_29_782.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_29_782.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_29_782.jpg,0,0,0,0.00007411892
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_29_884.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_29_884.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_29_884.jpg,0,0,0,0.00007448986
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_29_992.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_29_992.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_29_992.jpg,0,0,0,0.00007437887
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_30_095.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_30_095.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_30_095.jpg,0,0,0,0.0000739255
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_30_196.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_30_196.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_30_196.jpg,0,0,0,0.00007444053
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_30_301.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_30_301.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_30_301.jpg,0,0,0,0.00007401221
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_30_401.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_30_401.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_30_401.jpg,0,0,0,0.00007418143
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_30_511.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_30_511.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_30_511.jpg,0,0,0,0.00007542223
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_30_612.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_30_612.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_30_612.jpg,0,0,0,0.00007525323
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_30_723.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_30_723.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_30_723.jpg,0,0,0,0.00007430312
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_30_823.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_30_823.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_30_823.jpg,0,0,0,0.00007418204
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_30_927.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_30_927.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_30_927.jpg,0,0,0,0.00007414453
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_31_030.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_31_030.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_31_030.jpg,0,0,0,0.00007385928
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_31_135.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_31_135.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_31_135.jpg,0,0,0,0.00007410814
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_31_244.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_31_244.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_31_244.jpg,0,0,0,0.00007421411
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_31_345.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_31_345.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_31_345.jpg,0,0,0,0.00007514863
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_31_447.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_31_447.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_31_447.jpg,0,0,0,0.00007431876
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_31_547.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_31_547.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_31_547.jpg,0,0,0,0.0000740871
C:\Users\Ritesh\Desktop\IMG\center_2022_03_07_09_33_31_648.jpg, C:\Users\Ritesh\Desktop\IMG\left_2022_03_07_09_33_31_648.jpg, C:\Users\Ritesh\Desktop\IMG\right_2022_03_07_09_33_31_648.jpg,0,0,0,0.0000743612
